track_name,artist_name,album_name,duration_s,release_date,popularity,explicit,track_id,artist_id,artist_popularity,followers,genres,colab
Calle Alcalá,"Dudi, Reality",Calle Alcalá,218.181,2025-04-10,45,False,7ApxeWRLppIWiEZs4KOK6o,2T3D6kBjXg7ofm7GXBaDQU,43,40488,,True
Sin la Luz,Maikel Delacalle,Sin la Luz,198.631,2017-05-26,24,False,6udGqMezPqMDmCBwRJ6rwM,2t7vyRN71qtQT18frElAnV,63,519209,"trap latino, latin r&b",False
Me Perdí en Madrid,Yung Beef,Adromicfms 4,212.972,2018-02-01,0,True,58ppyDoIWPbsqPCP3FIk69,1rTUwYS38LkQTlT2fhikch,69,618711,neoperreo,False
Kazike,"Arce, Nadal015",Kazike,234.666,2022-05-05,0,True,7w91FpEfNhusidwN3Xz7hK,7eH1UUCyxL8Wf9PztvvPJ6,57,374955,,True
Mi Juego,"Haze, Luar La L",Mi Juego,167.213,2023-06-13,60,False,03WbAqjXZhxbItGhhjYe2m,77iZVjeYoYSl5P0K9mIiUE,70,198745,reggaeton,True
Dura,Daddy Yankee,Dura,200.48,2018-01-18,73,False,6KuqAtoeVzxAYOaMveLNpH,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",False
Cash,"Omy de Oro, Chael Produciendo",El Rey del Punchline,146.44,2020-10-09,30,True,4io7ULbEL8zFE9B6niOWq3,65jIUih0ZeTUJhSTRuYxpi,54,374168,"trap latino, urbano latino",True
Otra Vez,Anier,Otra Vez,181.315,2017-11-20,26,False,33VsY3lK5POEaDmAlMQqQs,29WHGHkCIlASkOrbKKyvcS,35,127940,,False
A Tiempo,JAVI BAMBINI CATTIVI,A Tiempo,121.254,2021-12-03,31,True,1HxDKQVTRTeYVkMHHd9lit,3FV2MXfjYT4tvYWzAQWJMH,44,26048,,False
Cerrando Capítulo,Noriel,Cerrando Capítulo,390.697,2021-05-27,44,True,2YEsm7wlS8KdsTldzVy7if,3RtNN1VnooWEn3KQk03DUL,79,8418844,"trap latino, dembow, reggaeton, trap",False
Medusa,"Calero LDN, Khan DobleL",Medusa,173.337,2019-07-05,0,True,5WXmmBDN4DaEuTV6nfl4cp,0VD8vX2wvCYYD0SMFCZeRR,49,143433,,True
AMG,"Ill Pekeño, Ergo Pro",AMG,196.363,2021-05-10,32,False,5JTMdBlr2OLRRtwfYECMD2,3T4KspU3H8Ya6sgxexg9F8,55,53222,gregorian chant,True
Bobby Fischer,"Israel B, LOWLIGHT",El Ejército de un Hombre Solo,122.475,2022-10-14,37,True,4QAf2JKRtZM10npIBdNImO,16M8fuShcwX8uBDdmFZH9B,55,82608,,True
PUERTO ESCONDIDO,"Young Cister, Morad",PUERTO ESCONDIDO,208.163,2023-09-01,56,False,6p9lWmoGI6WNlh3MFNhYSU,0Yg29FX1M4ayqjXs0ttZFq,70,666782,"chilean trap, reggaeton chileno, chilean mambo",True
Por Deporte,Paulo Londra,Back To The Game,169.56,2022-11-23,52,False,7EyGZtJuOckQfMDJL1PPrH,3vQ0GE3mI0dAaxIMYe5g7z,78,25373438,"argentine trap, trap latino, reggaeton",False
Booty,Maluma,PAPI JUANCHO,157.02,2020-08-21,38,True,7iJCieqadL6UtIpreqU8j2,1r4hJ1h58CWwUQe3MxPuau,87,36709528,"reggaeton, latin, urbano latino",False
El Gusto,"Yandel, Dalex",Quien Contra Mi 2,220.505,2020-07-31,28,True,5eivzdqPW1szmdgHRjVKvG,0eHQ9o50hj6ZDNBt6Ys1sD,80,8488521,"reggaeton, urbano latino, latin",True
Vendetta,Afrojuice 195,Vendetta,153.061,2020-04-10,9,False,1TcW81yJiXj3IRZcEDxvWd,4zsSo50Ho4eLQWprgqidlP,25,45504,neoperreo,False
Desde el Corazón,Benito,Desde el Corazón,119.421,2023-10-30,0,True,0nqwJi6jaVr7p4JJOqm0nM,0RkfgaoBfYiktaoyngMrx3,0,235,,False
Choca,Plan B,Love And Sex,220.986,2014-08-25,66,False,1hiKRqR0jox7OI7aweq7Sj,2jSGzJw0ebJLu7OLVSOcBP,80,5865372,reggaeton,False
PPV (with De La Ghetto),"Dei V, De La Ghetto",Quién es Dei V?,189.601,2024-06-14,55,True,5MFOGe9T65Ms0QKGajQK3H,2YRyPiW98bpkARAS4B3OQP,84,1895442,"trap latino, urbano latino",True
Marinera,"Lil GZ, Dualy",Marinera,176.0,2019-11-15,33,False,1SDw1DMY0E7cmzYaOBX2Vj,5koJm9ovQfRX663SHUZmOG,48,19065,,True
Kumbia King,"Ñejo, Bryant Myers, Jamby El Favo",Kumbia King,217.211,2017-01-17,41,True,69tMCck3sbRoBDwMYRNxu2,2OHKEe204spO7G7NcbeO2o,71,4669230,reggaeton,True
After Party,"Alex Sensation, Farruko, Prince Royce, Mariah Angeliq, Kevin Lyttle",After Party,209.333,2022-02-04,54,False,5px2CcFnmRJecJMNPYz4Io,0OROVBEZCocg0FcgJpyBse,55,263641,reggaeton,True
OJOS COLORAU,Mora,MICRODOSIS,221.136,2022-04-01,58,False,3dtHqxH2KcugvluPWSyG7m,0Q8NcsJwoCbZOHHW63su5S,81,7154775,"urbano latino, trap latino, reggaeton",False
Por aquí Estoy,Quevedo,Pedro Domínguez Quevedo,187.048,2022-08-10,0,True,03ykEWwwM250gGoaEtGsXz,5TMRQ8YRTZee9mHl6MNlZ2,0,250,,False
Defqon,"Empyre00, Willi.Ch, Keyblow",Defqon,151.74,2022-02-04,0,False,7CO8xj5XEE86HnGwRdSwOy,4oMpQSc5itVbHIOT0TMC0c,12,831,,True
Codo con codo x Ozono Crew,,DOSER,266.072,,0,False,0QWQg22YEQcbAJdF6B1Pix,3qIMWkmnuFzFp9puvR1iAT,0,0,,False
PERRO HAMBRIENTO,Recycled J,CASANOVA,191.582,2023-06-02,38,False,2u6o57y3bJbJ5HVIQ5VrTI,4bWHA8fMNjzfGPQqnh5D6y,65,244285,,False
Muchoperro,"Juseph, Cruz Cafuné, Wiso Rivera",Muchoperro,219.534,2022-09-02,68,False,0duM6rfxvpnpAALDHFmTFS,5kgDdP7a4TsvkF08gpJGX0,61,37985,,True
Para Siempre,"Sule B, Juancho Marqués",Neo Noir,197.124,2016-05-27,32,False,28QyCbmXqZhrHJxVZUWA3a,2YVwfaL3C5K4KQiNHfI8aK,32,36983,,True
CENIZAS QUEDAN,Myke Towers,LA VIDA ES UNA,167.644,2023-03-23,48,True,3Rdqhtt2srhdV5n0hPwveI,7iK8PXO48WeuP03g8YR51W,89,19741849,"reggaeton, trap latino, urbano latino",False
Madrid (feat. Myke Towers),"Maluma, Myke Towers",PAPI JUANCHO,198.569,2020-08-21,70,True,19OXtYzrJyCrQvTbfukt4H,1r4hJ1h58CWwUQe3MxPuau,87,36709528,"reggaeton, latin, urbano latino",True
El Osito Wito: Rkt Session #5,"Papu DJ, El Osito Wito",El Osito Wito: Rkt Session #5,189.052,2021-12-10,20,False,5JGrBJU3f5moFvpjF9RhqG,1Z7q2glJYLsPpPoPIgBjdE,48,112793,"rkt, turreo",True
Desde el Corazón,Bad Bunny,Más de un Siglo,127.04,2018-12-03,0,False,1R2mapMAUiYqre6jcFX57g,4q3ewBCX7sLwd24euuV69X,100,94364002,"reggaeton, trap latino, urbano latino, latin",False
No Sleep,Omy de Oro,El Rey del Punchline,177.305,2020-10-09,26,True,7IO3C3GZtzHhQhVf1e1TaC,65jIUih0ZeTUJhSTRuYxpi,54,374168,"trap latino, urbano latino",False
Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",Amigos y Enemigos (Remix),295.304,2017-02-06,75,True,2sA4woGW5KgEgGXXxOKPAZ,2pQAUIesBqfT87PaM1ijtk,72,1514908,"trap latino, trap",True
Solo,"Amenazzy, Lary Over",Solo,231.909,2017-09-19,73,False,6kTMnty169llVx9sGHb6LD,6kq4GHwUcUojGIu0ziSNXf,66,3297876,"trap latino, reggaeton, dembow, urbano latino",True
Tu Carita,Go Roneo,Tu Carita,156.315,2019-10-25,38,False,1M8ZmQ3VljYNYHcYbNUidx,3tfyX4BfsOF9pbPWARiA0q,29,23125,,False
"Gatita Loca (Remix) [feat. Mackie, Kevin Roldan, Yomo & Jowell & Randy]","Ronald El Killa, Mackie, KEVIN ROLDAN, Yomo, Jowell & Randy","Gatita Loca (Remix) [feat. Mackie, Kevin Roldan, Yomo & Jowell & Randy]",303.44,2018-07-17,36,False,4g6rYuGNEGe5mPVHcG0dQy,2jE5NeCBZpgohvRLtQ6v0O,46,55625,reggaeton,True
Tú Y Yo (feat. Nicky Jam & Justin Quiles),"Valentino, Nicky Jam, Justin Quiles",Tú Y Yo (feat. Nicky Jam & Justin Quiles),200.093,2018-07-27,51,False,58smOywZbVu8AjWutppiQA,4GAS1OgXh8D5pEA6s6eBNW,50,166298,reggaeton,True
Black Ops,Cosculluela,Blanco Perla,259.5,2016-03-15,0,False,1UnWJs9LaTvSrDsS9ZGZlS,00me4Ke1LsvMxt5kydlMyU,77,6618780,"reggaeton, trap latino, latin hip hop",False
Loco Por Ti,Ñengo Flow,The Goat,218.084,2020-05-15,44,False,2y3bQNVyjTqxPkMlekVZVN,12vb80Km0Ew53ABfJOepVz,81,6918542,"reggaeton, trap latino",False
PLN,Alvaro Diaz,PLN,165.386,2023-09-22,52,True,5nUQvg3l33BKuyU42ai7eN,5J7rXWjtn5HzUkJ4Jet8Fr,78,1259228,,False
Si No Te Quiere - Remix,"Ozuna, Arcángel, Farruko",Si No Te Quiere Remix,304.248,2016-07-08,58,False,7x3DmVAK13eKmgWOdtQ6d3,1i8SpTcr7yvPOmcqrbnVXY,88,38422640,"reggaeton, trap latino, latin, urbano latino",True
POR EL CONTRARIO (with Angela Aguilar & Leonardo Aguilar),"Becky G, Ángela Aguilar, Leonardo Aguilar",ESQUINAS,185.207,2023-09-28,76,False,6VsqdsaY4oV06NODea0L0J,4obzFoKoKRHIphyHzJ35G3,78,16215002,"reggaeton, latin",True
Tokicha,"J Castle, Hades66",Tokicha,141.0,2025-02-05,78,False,5uPGtSSHtN28xUhX7W4eAp,7nNS9kiCWRqHGBcWxLB0Pk,61,12306,,True
Jangueando Con Benjamin,Miky Woodz,Living Life,206.994,2021-11-12,33,True,4jT8iB8SKKUZ8iltbD7xDM,1pf0MPKfKdvS8J779mS1Ay,71,4463939,"trap latino, dembow, reggaeton, trap",False
Mírame - Remix,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",Now Or Never,377.58,2020-07-24,66,True,7meQTf97i7gyAzeHTLIytv,5hdhHgpxyniooUiQVaPxQ0,70,5451171,"reggaeton, trap latino",True
Sandunguero,Miky Woodz,OG CITY,181.733,2023-04-20,28,True,7rH2fAH603FCMrCxQQrisO,1pf0MPKfKdvS8J779mS1Ay,71,4463939,"trap latino, dembow, reggaeton, trap",False
Teknocity,"Parkineos, Amygdala, Errä",Teknocity,260.592,2023-08-18,56,True,4cNjqISTUuWTSE97Wed8i0,1cMiNxpdh0mP5WFnPvr4xf,49,77785,"tekno, techno, hardcore techno, hardcore, hard techno",True
Simón Dice,Cosculluela,Simón Dice,208.207,2015-08-24,0,False,0100qpD7idFGjZjOi3IbB0,00me4Ke1LsvMxt5kydlMyU,77,6618780,"reggaeton, trap latino, latin hip hop",False
Estamos Bien,"Darell, Cosculluela",Estamos Bien,263.478,2020-09-18,39,False,2V4Vz4m9V6ldtTiIu6AR88,1TtXnWcUs0FCkaZDPGYHdf,78,4654316,"reggaeton, trap latino, dembow, urbano latino",True
Y Ahora,"Ñengo Flow, Alex Rose, DNA, Dalex, Randy Nota Loka",Y Ahora,317.906,2019-02-14,0,False,64474bdQywnlw8Ecxf9hGg,12vb80Km0Ew53ABfJOepVz,81,6918542,"reggaeton, trap latino",True
Si Te Preguntan... - feat. Nicky Jam & Jay Wheeler,"Prince Royce, Nicky Jam, Jay Wheeler",Si Te Preguntan... (feat. Nicky Jam & Jay Wheeler),223.073,2022-06-23,62,False,20yLo8tCAM1LXixAdBf3f2,3MHaV05u0io8fQbZ2XPtlC,77,8412818,"bachata, latin, bachata pop",True
Demons II,"Nadal015, Miranda",Ruina y Gloria,234.146,2020-12-10,0,False,76kLNUmRgBHHOY8LeVtsMJ,4XV4e5IqR6DKCJMJWuG7Vi,51,85215,,True
Ponle Música,"Bryant Myers, Plan B",Ponle Música,224.333,2018-07-13,0,True,6kAY0GmP94UIiLyKuLPvDF,6w9ToX5slZ4uIdmD17hJ3c,84,12527556,"trap latino, reggaeton, trap, urbano latino, dembow",True
Cosa Guapa,Rauw Alejandro,VICE VERSA,255.712,2021-06-25,0,True,5o9NxjgOMpdGDYswuNv7yu,1mcTU81TzQhprhouKaTkpq,92,28078773,"reggaeton, urbano latino, trap latino, latin",False
Trakatá,"Ptazeta, FARIANA, Juacko",Trakatá,178.064,2021-03-11,63,False,5fghgRsc8a3pSDXtjQ238F,5UN0rzL594mWY2RbOtZqIN,58,191600,,True
Si Lo Puedes Soñar,Eladio Carrion,Si Lo Puedes Soñar,195.918,2022-08-17,54,True,529JIZZBymNcDRijYcjTkF,5XJDexmWFLWOkjOEjOVX3e,85,8649828,"trap latino, urbano latino, trap",False
ODIO,"J Balvin, Bad Bunny",OASIS,270.4,2019-06-28,62,False,7alOsNr36sJ8CyOEP4aILq,1vyhD5VmyZ7KMfW5gqLgo5,89,38211105,"reggaeton, latin",True
"Ella y Yo (Remix) [feat. Farruko, Ozuna, Arcangel, Anuel Aa, Bryant Myers, Kevin Roldan, Ñengo Flow, Alexis La Bestia & Ñejo]","Pepe Quintana, Farruko, Ozuna, Arcángel, Anuel AA, Bryant Myers, KEVIN ROLDAN, Ñengo Flow, Alexis La Bestia, Ñejo","Ella y Yo (Remix) [feat. Farruko, Ozuna, Arcangel, Anuel Aa, Bryant Myers, Kevin Roldan, Ñengo Flow, Alexis La Bestia & Ñejo]",416.129,2016-07-31,0,True,59osEAhiXkRXH6hZTD4VqC,7LXdYckhvHWU4ejXbkHa3N,59,971512,"trap latino, trap, reggaeton",True
Vida,AMBKOR,Vida,736.941,2022-06-06,0,False,3V3zowjIxOFsZT8pSWTS3f,5iQNy7hQGe1suvNOQz19Jz,55,227482,,False
A Mi Si Me Gusta,"Jowell & Randy, Barbie Rican",Viva el Perreo,165.763,2020-08-06,39,True,4O63lntcUct8tbgnCA52UX,4IMAo2UQchVFyPH24PAjUs,72,4444228,"reggaeton, urbano latino",True
ME SUDA LA POLLA,Funzo & Baby Loud,ME SUDA LA POLLA,180.778,2021-11-25,27,True,5IHabvb05MM5bf5wAYtAXQ,1nwjHzOUQZsNYX8xoWiGVC,57,252744,,False
Que te vaya bien,Deco Mdz,Que te vaya bien,194.379,2021-02-15,0,False,40ziwMywKQD1sl7tgluh0I,29O0oBAyoqOjgJHCX1HU9T,38,14944,,False
HP,Maluma,11:11,184.435,2019-05-17,71,True,1LIqNVhaIgxXUt2eVoIQJ3,1r4hJ1h58CWwUQe3MxPuau,87,36709528,"reggaeton, latin, urbano latino",False
La Rompe Carros,Daddy Yankee,King Daddy,179.266,2013-01-01,42,False,2QxkUx3Mxdvqs4q55tXSdi,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",False
Arena y Sal,"Omar Montes, SAIKO, Tunvao",Arena y Sal,174.415,2023-05-18,65,False,5iilNoD56jD3FJ3bM9tMP0,3lY9Fxceu60W1rbon7PkuF,70,911020,"flamenco, flamenco urbano, flamenco pop",True
Suerte,J Balvin,JOSE,203.013,2021-09-10,45,False,2FmF8r9Kv5x4Jhin8FsRG5,1vyhD5VmyZ7KMfW5gqLgo5,89,38211105,"reggaeton, latin",False
Mueve el QLO,Dei V,Quién es Dei V?,131.0,2024-06-14,50,True,5ZrNLcUm17gzeWLUNKmMQi,2YRyPiW98bpkARAS4B3OQP,84,1895442,"trap latino, urbano latino",False
En Tu Habitación,"Lionware, Xbuyer, Naturale",Mis Planes Sin Verte,201.391,2019-03-26,0,False,3xd30oZ7tHLVqstKeQuUyH,67TDVqPf5B8RQzCg2yZpBk,41,48924,,True
Nave Espacial,Go Roneo,Nave Espacial,184.285,2021-01-05,24,False,7Hp57WFkpDAXue44tNZwnj,3tfyX4BfsOF9pbPWARiA0q,29,23125,,False
Me Enamoré,Angel Y Khriz,Da' Take Over,255.56,2010-01-01,59,False,57WauWILXLXRzBXNaxf9FM,7npqy7rgdX2D3yfVyWExKo,66,1171832,reggaeton,False
Afraid of Myself,Lytos,TWO,198.0,2020-01-26,0,False,7Hku2w38LbDac9DUyP4PHk,4D6SZOeCXxbUpnJyxQfufX,47,226340,,False
El Merengue,"Marshmello, Manuel Turizo",El Merengue,189.668,2023-03-03,77,False,51FvjPEGKq2zByeeEQ43V9,64KEffDW9EtZ1y2vBYgq8T,84,34192769,edm,True
Mayor Que Yo,"Baby Ranks, Daddy Yankee, Tonny Tun Tun, Wisin & Yandel, Héctor ""El Father""",Pa'l Mundo First Class Delivery,254.08,2007-01-01,51,False,7pMWE6h8thBOq9YnFzBEpy,3huof3P8bH0AJzMvy9kwv2,45,117202,reggaeton,True
Yatekomo,"Juseph, Quevedo",Yatekomo,213.354,2022-05-13,3,False,7ILwxghUppFKHnAJ5ziB8X,5Og7pXGCatGsZfQM6Roacr,0,36,,True
Foyonestein,"Blasfem, Foyone",Blasfem On Air,194.645,2022-06-22,17,True,4ONS55aDOFv59mEhJ0eCvG,4FActBvkmDc8h3sI5vbMPZ,52,14183,,True
Satisfacción,"Arcángel, Myke Towers",Los Favoritos 2,184.133,2020-10-16,45,True,4oO8HV1rGgXIGklt8HYjJR,4SsVbpTthjScTS7U2hmr1X,84,16853491,"reggaeton, trap latino, urbano latino",True
Ayer (remix) [feat. Anuel Aa & Farruko],"DJ Nelson, Anuel AA, Farruko",Ayer (remix) [feat. Anuel Aa & Farruko],202.171,2016-03-04,49,False,1UlTQp0mvyG3HLTfoRkgl5,2ydZrTy8U3kOMOzx20s3dg,72,1217610,reggaeton,True
Una Noche Loca,"Nickzzy, LiL CaKe, Came Beats",Una Noche Loca,194.823,2023-05-11,38,False,6aYJlGgl6BFH2ZOmse7wpG,6ddcxDK0BEkhe5LCdoA5Ki,57,144268,drill,True
G WAGON,"Cruz Cafuné, La Pantera",Me Muevo Con Dios,157.791,2023-05-25,56,True,53NZHEKV3oJx2PdEpGBhYg,0jeYkqwckGJoHQhhXwgzk3,71,474770,,True
Ella Baila Sola,"Eslabon Armado, Peso Pluma",Ella Baila Sola,165.671,2023-03-16,79,False,3dnP0JxCgygwQH9Gm7q7nb,0XeEobZplHxzM9QzFQWLiR,81,6218503,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",True
Party en el Barrio (feat. Duki),"Paulo Londra, Duki",Party en el Barrio (feat. Duki),236.143,2022-09-14,59,True,5GF0X7GdNmnouKcdhhRmtm,3vQ0GE3mI0dAaxIMYe5g7z,78,25373438,"argentine trap, trap latino, reggaeton",True
23:23,"Raggio, J.Moods",23:23,201.9,2019-03-28,29,False,6e4pvMfTBpp2ceICpWTlRT,1Et88d1NW2V2JKWiozvFES,42,27485,,True
Wao,Sech,42,178.266,2021-04-15,57,False,2B4nQ6yvVVBMqfgOrYtubb,77ziqFxp5gaInVrF2lj4ht,81,12078899,"reggaeton, urbano latino",False
El Telefono,"Héctor ""El Father"", Wisin & Yandel",Pa'l Mundo First Class Delivery,239.293,2007-01-01,18,False,7iJkkfDNJCgv1MO1gUqp1P,2TjgzYcbTdsZjbT9OItIeB,69,970601,reggaeton,True
Perreándote,"Dalex, Ryan Castro, Symon Dice",Perreándote,206.666,2023-02-23,0,True,4cDQww3uOWSzIsFuomZbi0,0KPX4Ucy9dk82uj4GpKesn,77,5055159,reggaeton,True
Santo,"Christina Aguilera, Ozuna",Santo,183.414,2022-01-20,47,False,2M6IDHdaSAyt7FcJcptHjj,1l7ZsJRRS8wlW3WfJfPfNS,80,8917964,,True
Vuelve,"Beny Jr, Morad, K y B",Capítulo 1,209.854,2022-04-01,62,False,3gpccxaEYTBpdIWbOPrMAI,22dFwJoRBV51ue5TGnC7Dt,76,1809787,drill,True
Trepate,"Sixto Rein, Lary Over, Bad Bunny, EZ El Ezeta",Trepate,260.706,2017-04-07,0,True,1huOo2L34hTal4DUWBT3Do,2dYSrA999b3VYp5V4J12T7,44,103643,"merengue, trap latino",True
Somos de Calle,Daddy Yankee,Talento de Barrio,214.786,2008-08-12,0,False,5tqPtgj3Q2NrwRBUCZ3j7L,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",False
Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,243.716,2022-05-06,85,True,1IHWl5LamUGEuP4ozKQSXZ,4q3ewBCX7sLwd24euuV69X,100,94364002,"reggaeton, trap latino, urbano latino, latin",False
Señores en el Brunch,"SFDK, Kase.O",Inkebrantable,198.906,2023-03-10,53,False,0SG4xDNll1vn1JgIXBDvda,56n1NeXsTOOxjX3Z4lVMTJ,62,727008,,True
KATERINE,"KEVIN ROLDAN, HIT$ MUSIC",Hit$ Mu$ic (VOL. 1),154.066,2022-10-07,31,True,4XxAWnQSWAxaLs5l4DfoBS,1RBzGO6Nm3uyhUSxP7EDWO,72,5631797,"reggaeton, trap latino, urbano latino",True
Del Mar,"Ozuna, Doja Cat, Sia",ENOC,214.506,2020-09-04,69,True,5cpJFiNwYyWwFLH0V6B3N8,1i8SpTcr7yvPOmcqrbnVXY,88,38422640,"reggaeton, trap latino, latin, urbano latino",True
Te Gusto,El Taiger,Los Británicos,180.133,2021-08-22,12,False,7zndx8LaQDIB57LYht6zWw,4PFgfReja3r59JaekHpeuf,63,199970,timba,False
Caviar - Remix,"Lenny Tavárez, KEVIN ROLDAN, Darell",Caviar (Remix),347.279,2017-04-21,53,False,12osiCIpf2rhLg8by0sJj8,1pQWsZQehhS4wavwh7Fnxd,79,3311757,"reggaeton, urbano latino, trap latino, argentine trap",True
Como Benito,Xavibo,Como Benito,209.219,2021-07-30,38,False,6VHwss190bzNzFUU2T0jNd,3v2sYzsuZVd0gAhMWgl9I7,55,88028,,False
Entre Tantas,"Eladio Carrion, Lyanno, Brray",Entre Tantas,239.255,2018-03-17,41,True,2YmfDsnIEfNyGwaYSAUZqX,5XJDexmWFLWOkjOEjOVX3e,85,8649828,"trap latino, urbano latino, trap",True
Rimmel,Quevedo,Rimmel,185.148,2021-10-09,0,False,3x7fhBvLia8qgsC3sSCsGo,52iwsT98xCoGgiGntTiR7K,84,5845279,,False
La Historia,"El Taiger, DJ Conds",La Historia,237.9,2020-10-23,68,False,20RGQHWvqyyacpuxMBeLsZ,4PFgfReja3r59JaekHpeuf,63,199970,timba,True
La Bebe - Remix,"Anuel AA, Cardi B, Black Jonas Point, Secreto ""El Famoso Biberon"", Liro Shaq",La Bebe (Remix),374.545,2020-05-14,56,True,3DyiAk1BzIF8rq9rimypG4,2R21vXR83lH98kGeO99Y66,89,41728732,"reggaeton, trap latino, urbano latino, latin",True
Borracho,"Sech, DJ Khaled",Borracho,219.75,2021-11-26,55,False,0rsTDgGRlXKuzSAxcdb4Ns,77ziqFxp5gaInVrF2lj4ht,81,12078899,"reggaeton, urbano latino",True
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,191.018,2024-11-15,91,True,0l0vcZMU7AOeQmUIREoI2U,1mcTU81TzQhprhouKaTkpq,92,28078773,"reggaeton, urbano latino, trap latino, latin",True
Dile,Don Omar,The Last Don,204.6,2003-01-01,84,False,69Ej1xrGjOcHvIMtMKxK0G,33ScadVnbm2X8kkUqOkC6Z,86,14489038,"reggaeton, urbano latino",False
Latinoamericana,"Maikel Delacalle, Alizzz",Latinoamericana,186.964,2018-08-30,38,False,2q61PTryiUYgxNCm27OFDo,2t7vyRN71qtQT18frElAnV,63,519209,"trap latino, latin r&b",True
Pa Casa,"ICON, Ryan Castro, SAIKO",Pa Casa,208.941,2023-09-14,45,False,6GBIsXkI1ketoQpY7GBuj6,0SSbTivuMrvdqgCt7ln6jD,61,121645,,True
Most Wanted (Intro),Soto Asa,Coupé,138.841,2020-12-18,38,False,6jRcpxBJM9z7rsw1TGQSIS,6gyhsZUy2fzzWZBRVPmOw4,56,232864,neoperreo,False
"Roto, Bonito y Flex",Zetazen,"Roto, Bonito y Flex",199.581,2020-05-08,28,False,5292Ou63tjfpGVBnNehJRf,66BpLv7bc0OLbr50D1cnGS,43,121486,,False
Derecho a No Declarar,Pole.,Derecho a No Declarar,146.763,2023-09-08,37,False,6eKPg2gdhHlWUUFLucFgey,7D62OQfwvslnxJn9DkZm2F,55,182534,,False
Los Dioses,"Anuel AA, Ozuna",Los Dioses,278.28,2021-01-22,55,True,7oHsIIDKbEJlFULg1HF0pP,2R21vXR83lH98kGeO99Y66,89,41728732,"reggaeton, trap latino, urbano latino, latin",True
SER ELLA,Kris Floyd,LA ÚLTIMA VEZ QUE ME VISTE,161.481,2021-10-14,18,True,3GUVO4j1JizVWiQNZja1sU,7aG8YUI5alfF2pi0n5Cg5H,53,49179,trap latino,False
ROSARIO,Recycled J,SAN JORGE,196.199,2025-01-31,54,False,6mTLEURJeK0AWqZDu9ZvGc,4bWHA8fMNjzfGPQqnh5D6y,65,244285,,False
Illuminati,"Lil Pump, Anuel AA",Illuminati,224.329,2020-04-24,45,True,0IGQvkMGwRuL0wWzVQw1Bc,3wyVrVrFCkukjdVIdirGVY,64,7601048,,True
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),192.6,2004-07-13,8,False,6jEZLz3YpnEBRpVkv35AmP,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",False
DECIR ADIÓS,Cosculluela,DECIR ADIÓS,191.428,2021-01-29,0,False,1E9zn2L40omyCoj4vYoOZg,00me4Ke1LsvMxt5kydlMyU,77,6618780,"reggaeton, trap latino, latin hip hop",False
BOKeTE,Bad Bunny,DeBÍ TiRAR MáS FOToS,215.983,2025-01-05,84,True,79x7xtoCLpf6l32Zz6mWo4,4q3ewBCX7sLwd24euuV69X,100,94364002,"reggaeton, trap latino, urbano latino, latin",False
BLACK OPIUM,Funzo & Baby Loud,PALANTE,156.586,2024-02-16,49,False,09778gErBvUNDu4hCBiwPX,1nwjHzOUQZsNYX8xoWiGVC,57,252744,,False
Sola Va A Caer,"Anthony Ready & Yeigo, Victor R -Swag",Sola Va A Caer,159.869,2024-04-05,56,False,49ouzsbi7xHzoy1y9LjcJG,3jbsnUDtwiiGVikbY9VYK7,46,3868,dembow,True
LEYENDAS,"KAROL G, Wisin & Yandel, Nicky Jam, Ivy Queen, Zion, Alberto Stylee",KG0516,352.093,2021-03-26,61,False,5vQy9fwVJTeLsaX9IOpCcp,790FomKkXshlbRYZFtlgla,89,56248666,"reggaeton, latin, urbano latino",True
TBT,Jamby El Favo,TBT,176.81,2019-02-15,37,True,1yNQpKHbEzEhpQmVR63Ww8,128ftF9X7Kd7Di2fq3wYVs,0,0,,False
I Like It,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,253.39,2018-04-06,78,True,58q2HKrzhC3ozto2nDdN4z,4kYSro6naA4h99UJvo89HB,81,25258886,,True
Me He Dado Cuenta,Ocer y Rade,Me He Dado Cuenta,244.137,2023-11-03,26,False,0uq8jZv8T4GZ046qfRgtpt,0fgRCULXpG4okFdlpat4e3,49,246512,,False
Vete Pal Carajo,Quevedo,Pedro Domínguez Quevedo,182.172,2022-08-10,0,True,3HzE5ohNX4AtcLKQQxp6N6,5TMRQ8YRTZee9mHl6MNlZ2,0,250,,False
Loco por Bailar Contigo,"El Chulo, Gente De Zona",Loco por Bailar Contigo,218.613,2020-09-25,39,False,60gPl3tlOQgfzq9BMecpVS,7kj75f6jra7M10czBhd0Gt,52,110984,timba,True
